address,category,id,lat,lng,location,name,originalId,polarity,subCategory,details,reviews
"Jumeira 3",poi,121885,25.179732515617,55.227698216553,Dubai,"Al Senn Road",4f690910e4b067b40442adb1,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=121885,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121885
,poi,121889,25.2058,55.2659,Dubai,"Angola consulate in Dubai",4f698922e4b0e8375cb869ae,0,"Embassy / Consulate",http://tour-pedia.org/api/getPlaceDetails?id=121889,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121889
,poi,121890,25.20044987617,55.276846066337,Dubai,"Diamond Room, The Address Dubai Mall",4f698b8ee4b0316cb9438af3,0,"Meeting Room",http://tour-pedia.org/api/getPlaceDetails?id=121890,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121890
,poi,121893,25.25139873921,55.356773811513,Dubai,"Winston Smoking Lounge Terminal 1",4f6a02dfe4b035664ec3946c,0,"Travel Lounge",http://tour-pedia.org/api/getPlaceDetails?id=121893,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121893
,poi,121895,25.261580692783,55.293024371205,Dubai,"Jumeria Parking",4f6a1593e4b048b919f425b4,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=121895,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121895
,poi,121900,25.244987,55.360343,Dubai,"Emirates Staff Travel Check In",4f6a51bae4b0a6e6225f4c3b,0,"Travel Lounge",http://tour-pedia.org/api/getPlaceDetails?id=121900,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121900
,poi,121902,25.260387931323,55.289990370434,Dubai,"ASTER Medical Center",4f6ae68ee4b0a9c2c12bff51,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=121902,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121902
"Za'abeel 1",poi,121904,25.224728562962,55.289515305242,Dubai,"My Pretty Office",4f6b07e7e4b07984c13b7705,0,"Meeting Room",http://tour-pedia.org/api/getPlaceDetails?id=121904,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121904
,poi,121905,25.286726,55.352468,Dubai,"Trust Medical Laboratory",4f6b195ae4b09b90aa1ace00,0,Laboratory,http://tour-pedia.org/api/getPlaceDetails?id=121905,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121905
Dubai,poi,121911,25.190098652325,55.533268057199,Dubai,"Al khawaneej Street",4f6b5891e4b01cb02e52e43e,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=121911,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121911
,poi,121919,25.242934124536,55.40464370786,Dubai,"Dxb ~» RaK",4f6c5c0ae4b0ac4cd92b5419,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=121919,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121919
"Airport Rd.",poi,121921,25.241355,55.3690119,Dubai,"Emirates Flight 814 Dubai to Riyadh",4f6c7ffae4b0e428415b61c4,0,Plane,http://tour-pedia.org/api/getPlaceDetails?id=121921,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121921
,poi,121922,25.259997,55.318043,Dubai,"Dhow Wharf @ Dubai Creek",4f6c87b1e4b09530ad6dcc27,0,Pier,http://tour-pedia.org/api/getPlaceDetails?id=121922,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121922
,poi,121927,25.212431251645,55.275906878625,Dubai,"Al Tayer Travels",4f6d749ae4b0e3b3bcf9159b,0,"General Travel",http://tour-pedia.org/api/getPlaceDetails?id=121927,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121927
,poi,121930,25.074503017771,55.371902559701,Dubai,"ByPass Road",4f6de453e4b05c9c2b3d9bfe,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=121930,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121930
,poi,121934,25.278336255219,55.304852599165,Dubai,"medical arts clinic hyatt regency galleria",4f6ed92be4b07fa2c6fc6eec,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=121934,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121934
,poi,121942,25.132388,55.186758,Dubai,"26 Вилла",4f70035de4b02a6d6a430bf9,0,"Rest Area",http://tour-pedia.org/api/getPlaceDetails?id=121942,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121942
"Jebel Ali",poi,121943,25.047765258315,55.118005096428,Dubai,"Cedars Jebel Ali International Hospital",4f70096ce4b07e41f0aec816,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=121943,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121943
"Dubai Investment Park - 2, Dubai",poi,121946,24.966992847012,55.199850540696,Dubai,"Prime Limousine",4f702d07e4b0600334c5e0a0,0,"Rental Car Location",http://tour-pedia.org/api/getPlaceDetails?id=121946,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121946
"Al Khawaneej Road",poi,121950,25.220635661681,55.505852532159,Dubai,"Khawaneej Health Community Center مركز الخوانيج الصحي",4f704af1e4b062083409464d,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=121950,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121950
,poi,121953,25.266543427592,55.387383479006,Dubai,"Al Qusais Government Clinic",4f708ccee4b0463c967beb40,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=121953,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121953
"Jumeirah Lakes Towers",poi,121958,25.069161644221,55.136368211586,Dubai,"Parking @ Green Lakes Towers",4f7146dce4b0ebf909b4a1c3,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=121958,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121958
"Grand Hyatt Hotel",poi,121960,25.2509125,55.3352022,Dubai,"Al Amira Ballroom",4f716b9ce4b090ee3e86f049,0,"Convention Center",http://tour-pedia.org/api/getPlaceDetails?id=121960,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121960
,poi,121965,25.209225084253,55.255344473503,Dubai,"Iranian hospital - Dubai",4f71cd67e4b022ab21be2d73,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=121965,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121965
,poi,121976,25.103625989885,55.167041494311,Dubai,"EMC Building Parking",4f729b3ae4b030aac6643fae,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=121976,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121976
"Discovery Gardens",poi,121980,25.045050666416,55.134002552955,Dubai,"DG Bldg. 40 Parking",4f7323fce4b0adf5ac18a27e,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=121980,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121980
,poi,121983,25.057913,55.266069,Dubai,"Stuck in traffic emirate road",4f745677e4b02f4e528b937c,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=121983,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121983
,poi,121986,25.198560741389,55.24970011626,Dubai,"Rochester Wellness Clinic",4f74f172e4b08bc8e4c56c09,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=121986,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121986
"Al Aweer",poi,121989,25.183301599952,55.576999018468,Dubai,"General Department of Correctional Institutions الادارة العامة للمؤسسات العقابية و الإصلاحية",4f754c15e4b02125aaf2b949,0,"Police Station",http://tour-pedia.org/api/getPlaceDetails?id=121989,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121989
,poi,121990,25.154149541964,55.50836368716,Dubai,"General Department Correctional Institutions. الادارة العامة للمؤسسات العقابية و الإصلاحية",4f754ee8e4b04885901392be,0,"Police Station",http://tour-pedia.org/api/getPlaceDetails?id=121990,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121990
,poi,121993,25.275556,55.346877,Dubai,"The Metro",4f75cea2e4b07c4ad804100a,0,Subway,http://tour-pedia.org/api/getPlaceDetails?id=121993,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121993
,poi,121995,25.198722960208,55.271216490943,Dubai,"شارع الشيخ زايد",4f75d841e4b0b8451d662041,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=121995,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121995
,poi,121999,25.172922174499,55.407000594837,Dubai,"In Bed",4f761c77e4b03b459c2ab32f,0,"Boat or Ferry",http://tour-pedia.org/api/getPlaceDetails?id=121999,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=121999
,poi,122002,25.18449574775,55.304227344388,Dubai,"Bukadrah DEWA 400KV SS",4f76aff6e4b0e5e2b9fbf683,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122002,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122002
,poi,122011,25.253359,55.414906,Dubai,"مغسلة محطة بترول الامارات كرمستجي",4f770ec0e4b05c37fb1128bd,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122011,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122011
,poi,122015,25.223334047959,55.282648746122,Dubai,"DIHAD- Dubai International Humanitarian Aid & Development Conference & Exhibition",4f78228fe4b07024fb318e51,0,"Convention Center",http://tour-pedia.org/api/getPlaceDetails?id=122015,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122015
"Enoc Complex",poi,122024,25.233340916723,55.31083103069,Dubai,"Enoc House II",4f7948bbe4b015b23ebfacc2,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122024,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122024
,poi,122026,25.199115776318,55.238628323615,Dubai,"Aesthetica Clinic",4f7956dfe4b0e91fa8ac01ae,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=122026,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122026
,poi,122031,25.26508811164,55.358075860718,Dubai,"Winston Smoking Lounge @ Terminal 2",4f79c34ae4b015b23f290f7c,0,"Travel Lounge",http://tour-pedia.org/api/getPlaceDetails?id=122031,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122031
"Maleha Road",poi,122037,25.257198260335,55.50942986737,Dubai,"AHeelam FICY",4f7aa0ece4b08175d7274871,0,"Boat or Ferry",http://tour-pedia.org/api/getPlaceDetails?id=122037,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122037
,poi,122040,25.000328406523,55.070197700212,Dubai,"Dp World Terminal 1 @ Jebel Ali",4f7abdafe4b03c16bfc2c8cb,0,Pier,http://tour-pedia.org/api/getPlaceDetails?id=122040,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122040
,poi,122045,25.269501116609,55.316662996752,Dubai,"NAIA Philippines",4f7b13f9e4b0747c65e83f3f,0,Airport,http://tour-pedia.org/api/getPlaceDetails?id=122045,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122045
,poi,122050,25.288384192884,55.423738489378,Dubai,"Dhaid Kalba RAK Road",4f7bc898e4b06978a741c217,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122050,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122050
,poi,122051,25.219106667396,55.402578781351,Dubai,#EmiratsRoad,4f7be64ae4b0ec1aa3c66f69,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122051,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122051
,poi,122052,25.240819028116,55.272139435425,Dubai,"Alliance Medical Centre",4f7bea46e4b041ee7a29f961,0,"Doctor's Office",http://tour-pedia.org/api/getPlaceDetails?id=122052,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122052
"Jumerah Beach Road",poi,122054,25.170997108244,55.215911877041,Dubai,"Hasti Medical Spa منتجع هاستي الطبي",4f7c54e2e4b06978a79d0465,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=122054,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122054
"Al Barshaa",poi,122058,25.089528420579,55.189502335976,Dubai,"Al barshaa firestation",4f7d1a66e4b0393e987595a8,0,"Fire Station",http://tour-pedia.org/api/getPlaceDetails?id=122058,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122058
Dubai,poi,122061,25.28797168457,55.412163265163,Dubai,"Lost And Found Dep.",4f7d5744e4b0bd0cffe16ea0,0,"Police Station",http://tour-pedia.org/api/getPlaceDetails?id=122061,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122061
,poi,122063,25.215284647595,55.25101674008,Dubai,"Emirates Airlines @Town Centre",4f7d630ce4b0393e989ceb60,0,"Tourist Information Center",http://tour-pedia.org/api/getPlaceDetails?id=122063,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122063
Dubai,poi,122066,25.197681977027,55.266051422812,Dubai,"Thursday Night Traffic",4f7db4bfe4b07071b5a53722,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122066,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122066
,poi,122068,25.074441,55.399225,Dubai,"مواقف دبي اوتلت مول",4f7de354e4b020868206a104,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=122068,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122068
,poi,122069,25.221924,55.367389,Dubai,"DxB » 2 » 2l 7emriah ..",4f7df316e4b0f10f3d140226,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122069,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122069
,poi,122079,25.185683422383,55.236038636467,Dubai,Jumirah,4f7eb5e5e4b0cc5163b08d83,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122079,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122079
,poi,122087,25.153987,55.214148,Dubai,"Crew Transport To EGHQ",4f7fb8bce4b0c7b8546fc244,0,"Moving Target",http://tour-pedia.org/api/getPlaceDetails?id=122087,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122087
"Jumeirah Beach Road (Near Grand Mosque)",poi,122088,25.239288713913,55.269019814912,Dubai,Orthosports,4f7fd36fe4b02f457f6d1d40,0,"Doctor's Office",http://tour-pedia.org/api/getPlaceDetails?id=122088,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122088
,poi,122090,25.15724656412,55.411406414765,Dubai,"K 10 Greece",4f7fe5e3e4b05d42dd9f86a5,0,"Meeting Room",http://tour-pedia.org/api/getPlaceDetails?id=122090,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122090
,poi,122092,25.191544,55.248538,Dubai,"Al-Marri HQ",4f7feb8ae4b0e160b8c43c24,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122092,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122092
,poi,122098,25.270056790421,55.310053464953,Dubai,"Khansaheb Car Parking",4f808230e4b09a1476d9ee77,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=122098,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122098
122101,"Knowledge and Human Development Authority","Dubai - United Arab Emirates",poi,Dubai,25.123966,55.411517,http://tour-pedia.org/api/getPlaceDetails?id=122101,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122101
"Al Garhoud",poi,122102,25.245079384019,55.343414079621,Dubai,"Emirates Motorsport Federation",4f814b60e4b0b2237cf052d5,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122102,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122102
,poi,122112,24.97579046253,55.082502462347,Dubai,"jabel ali road",4f821dd5e4b00084dbfd7e1b,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122112,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122112
,poi,122113,25.174040257283,55.406297846631,Dubai,"In Car",4f8288bae4b08004b5fbacf9,0,"Tourist Information Center",http://tour-pedia.org/api/getPlaceDetails?id=122113,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122113
"Sharjah Cornish, Beach Road,UAE",poi,122114,25.241139397851,55.34390024483,Dubai,"Thailand Massage Center, مركز المساج التايلندي",4f828e83e4b0e160bb3b8655,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=122114,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122114
,poi,122118,25.263512,55.386347,Dubai,تسهيل,4f82fb1de4b06d09fb892928,0,"Monument / Landmark",http://tour-pedia.org/api/getPlaceDetails?id=122118,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122118
,poi,122121,25.30450493633,55.453740662301,Dubai,"Shk. Khalifa Road",4f83130ee4b0fdf503cdb42f,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122121,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122121
"Arabian Centre",poi,122131,25.236278279217,55.436769889435,Dubai,"Dubai Immigration",4f844beee4b072142e1dc241,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122131,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122131
,poi,122133,25.197296,55.282346,Dubai,"ناطرين تكسي",4f8486b1e4b04ab9615df008,0,"Bus Line",http://tour-pedia.org/api/getPlaceDetails?id=122133,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122133
,poi,122134,25.164988690476,55.482941563691,Dubai,"Sharjah Airport Gate 3",4f850939e4b08d4037862a3d,0,"Airport Gate",http://tour-pedia.org/api/getPlaceDetails?id=122134,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122134
,poi,122145,25.099483585665,55.169106178943,Dubai,"Sheikh ZaYed Road",4f86594ee4b0f18937c34919,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122145,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122145
,poi,122147,25.244775095469,55.297840121737,Dubai,"Dr. Joseph's Specialty Medical Center. Karama - Dubai",4f8688ebe4b005d95fc43135,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=122147,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122147
,poi,122158,25.045207210068,55.175656357224,Dubai,"Meadows 9, Street 14",4f870400e4b0ddfd8008b00c,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122158,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122158
,poi,122161,25.094759028082,55.157963943026,Dubai,"شارع الشيخ زايد",4f873059e4b07efb9bcbe7d1,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122161,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122161
,poi,122167,25.044906206432,55.206629589213,Dubai,"شارع الامارات",4f8881d8e4b0b1c4aee321d1,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122167,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122167
,poi,122169,25.179948,55.396951,Dubai,"مخرج العوير",4f8884dee4b029818964b5a9,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122169,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122169
,poi,122170,25.211305405318,55.402238235351,Dubai,"مخرج القرهود",4f88853ee4b055d22f209b89,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122170,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122170
,poi,122175,25.094935317703,55.204073226295,Dubai,"Dubai Bone and Joint Clinic, Dubai Health Care City",4f895539e4b01f95a2c7186c,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=122175,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122175
,poi,122181,25.230405443743,55.292878607163,Dubai,"شارع الشيخ زايد",4f897022e4b0bae897042721,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122181,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122181
,poi,122184,25.065581325916,55.15326922242,Dubai,"EHL Meadows Clinic",4f897f6de4b0c71a71c639d9,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=122184,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122184
,poi,122187,25.158556593138,55.219229149824,Dubai,"Ultra Care Medical Group",4f899da5e4b0cec3ab6068eb,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=122187,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122187
Satwa,poi,122188,25.233368,55.27339,Dubai,"Team Travel & Tours",4f89aadfe4b0c71a71f76cba,0,"General Travel",http://tour-pedia.org/api/getPlaceDetails?id=122188,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122188
"Next to  Drydocks World - Dubai",poi,122192,25.245837062531,55.272630597047,Dubai,"Dubai eGovernment Training Center",4f8a4e9ee4b0a95f94be79f7,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122192,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122192
,poi,122193,25.212709863956,55.3333834799,Dubai,"Marinetech Middle East",4f8a5e40e4b0ab0c1beea36e,0,Pier,http://tour-pedia.org/api/getPlaceDetails?id=122193,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122193
,poi,122206,25.118773,55.363024,Dubai,"شارع الامارات",4f8b1dc6e4b0abaa043b8ccf,0,Subway,http://tour-pedia.org/api/getPlaceDetails?id=122206,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122206
"Dubai International Airport (DXB), Avari Dubai Hotel, Al Rigga Rd, Dubai",poi,122208,25.252777099609,55.364444732666,Dubai,"Back Dining Area of Emirates Business Class Lounge",4f8b79e3e4b060b7f95332a6,0,"Travel Lounge",http://tour-pedia.org/api/getPlaceDetails?id=122208,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122208
,poi,122209,25.26298694365,55.29803988401,Dubai,"حكومة دبي الذكية - Dubai Smart Government",4f8ba00de4b01f95a4e86bed,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122209,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122209
"Habtoor Grand",poi,122210,25.085606404817,55.141568580394,Dubai,"Al Andeles ball room",4f8baaade4b09efba38fd2c9,0,"Meeting Room",http://tour-pedia.org/api/getPlaceDetails?id=122210,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122210
,poi,122216,25.26829270034,55.305512404855,Dubai,"محبوبي mahbobi",4f8c279ce4b0202c08bec4a8,0,"Dentist's Office",http://tour-pedia.org/api/getPlaceDetails?id=122216,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122216
,poi,122218,25.22265,55.356263,Dubai,"Dubai Festival City Taxi Stand",4f8c3f73e4b0ddfd84d26968,0,Taxi,http://tour-pedia.org/api/getPlaceDetails?id=122218,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122218
,poi,122221,25.070620197138,55.139633898359,Dubai,"Indigo parking",4f8c9167e4b013af67801637,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=122221,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122221
"AlKhawaneej, Dubai",poi,122231,25.233083267381,55.427582820277,Dubai,"AlKhawaneej Road, شارع الخوانيج",4f8dc8fbe4b02aede0b45f02,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122231,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122231
,poi,122233,25.261734038596,55.339584273565,Dubai,"National Transport Authority",4f8e3db0e4b0321759e98675,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122233,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122233
,poi,122235,25.2239044,55.4046795,Dubai,"Mushrif substation 133kV",4f8e4c4ee4b068786b0ac565,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122235,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122235
,poi,122236,25.232720762289,55.404535595309,Dubai,"Mushrif 400kV s/s",4f8e669ae4b02e7a6604a177,0,"Government Building",http://tour-pedia.org/api/getPlaceDetails?id=122236,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122236
"Dubai Media City",poi,122242,25.096552246432,55.155193433735,Dubai,"Al Zarooni Car Lift",4f8eccf1e4b01487d16ab33f,0,"General Travel",http://tour-pedia.org/api/getPlaceDetails?id=122242,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122242
,poi,122245,25.230267,55.322774,Dubai,"الحمدلله على سلامتي #دبي",4f8f1afde4b0fe4dc1ac8d14,0,"Medical Center",http://tour-pedia.org/api/getPlaceDetails?id=122245,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122245
,poi,122246,25.266126381047,55.381580938258,Dubai,"NMC Speciality Hospital",4f8f9c3ee4b0c387d4ba13b2,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=122246,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122246
,poi,122250,25.232150327456,55.326502631331,Dubai,DentCare,4f8fe65ae4b03376fcfe64e7,0,"Dentist's Office",http://tour-pedia.org/api/getPlaceDetails?id=122250,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122250
,poi,122251,25.153103633712,55.225373185701,Dubai,"Saudi German Hospital",4f90004be4b01582b2f9d1d5,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=122251,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122251
,poi,122252,25.181324184573,55.312731776395,Dubai,"Ras alkhor road",4f90139ce4b0c95a3571de67,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122252,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122252
,poi,122255,24.913644,55.133326,Dubai,"crash gate no. 6 @ dwc",4f905c96e4b094de9bb749f3,0,"Airport Gate",http://tour-pedia.org/api/getPlaceDetails?id=122255,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122255
,poi,122258,25.19618,55.27843,Dubai,"“Explore & Experience” Travel Show",4f91016ce4b020a51d0b6f48,0,"Tourist Information Center",http://tour-pedia.org/api/getPlaceDetails?id=122258,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122258
Dubai,poi,122261,25.090823680414,55.143444024383,Dubai,"Mina Seyahi",4f913c49e4b0ff5a5154f93b,0,"Boat or Ferry",http://tour-pedia.org/api/getPlaceDetails?id=122261,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122261
"Dubai Health City",poi,122264,25.183055710633,55.250158773909,Dubai,"The City Hospital",4f9145d6e4b07f1dec7eeea9,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=122264,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122264
,poi,122265,25.246867651677,55.321042629966,Dubai,"Umm Hurair 2",4f915007e4b0fa7ccf8cd72e,0,Road,http://tour-pedia.org/api/getPlaceDetails?id=122265,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122265
"Deira City Center",poi,122266,25.252008248079,55.331957576227,Dubai,P2,4f915164e4b0935b8235f4f4,0,Parking,http://tour-pedia.org/api/getPlaceDetails?id=122266,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122266
,poi,122290,25.0306075,55.1482083,Dubai,"New medical",4f91cf7be4b076d2c9c95842,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=122290,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122290
,poi,122291,25.033941142857,55.150400634921,Dubai,NMC,4f91d011e4b04fef00ef4383,0,Hospital,http://tour-pedia.org/api/getPlaceDetails?id=122291,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122291
"Abu Hail Road",poi,122295,25.286342839357,55.335133484695,Dubai,"Dr Kamkar Medical Center",4f9252cbe4b061a4251298dc,0,"Dentist's Office",http://tour-pedia.org/api/getPlaceDetails?id=122295,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122295
,poi,122301,25.033914326552,55.150331028912,Dubai,Sharja,4f9281e9e4b04c3ff91c5bcd,0,"Airport Gate",http://tour-pedia.org/api/getPlaceDetails?id=122301,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=122301
